Tracker ID: 1, Class: spoon,  Coordinates: (426, 570, 592, 629), Centroids: 509.0
Tracker ID: 4, Class: person,  Coordinates: (445, 152, 852, 644), Centroids: 648.5
Tracker ID: 4, Class: person,  Coordinates: (445, 152, 852, 644), Centroids: 648.5
Tracker ID: 21, Class: knife,  Coordinates: (211, 516, 453, 557), Centroids: 332.0
Tracker ID: 4, Class: person,  Coordinates: (445, 152, 852, 644), Centroids: 648.5
Tracker ID: 21, Class: knife,  Coordinates: (211, 516, 453, 557), Centroids: 332.0
Tracker ID: 22, Class: spoon,  Coordinates: (408, 579, 599, 629), Centroids: 503.5
Tracker ID: 4, Class: person,  Coordinates: (447, 153, 854, 644), Centroids: 650.5
Tracker ID: 4, Class: person,  Coordinates: (447, 153, 854, 644), Centroids: 650.5
Tracker ID: 21, Class: knife,  Coordinates: (211, 515, 454, 558), Centroids: 332.5
Tracker ID: 4, Class: person,  Coordinates: (447, 153, 854, 644), Centroids: 650.5
Tracker ID: 21, Class: knife,  Coordinates: (211, 515, 454, 558), Centroids: 332.5
Tracker ID: 22, Class: spoon,  Coordinates: (408, 578, 599, 629), Centroids: 503.5
Tracker ID: 4, Class: person,  Coordinates: (448, 153, 854, 644), Centroids: 651.0
Tracker ID: 4, Class: person,  Coordinates: (448, 153, 854, 644), Centroids: 651.0
Tracker ID: 21, Class: knife,  Coordinates: (211, 515, 454, 558), Centroids: 332.5
Tracker ID: 4, Class: person,  Coordinates: (448, 153, 854, 644), Centroids: 651.0
Tracker ID: 21, Class: knife,  Coordinates: (211, 515, 454, 558), Centroids: 332.5
Tracker ID: 22, Class: spoon,  Coordinates: (409, 578, 598, 629), Centroids: 503.5
Tracker ID: 4, Class: person,  Coordinates: (448, 154, 854, 644), Centroids: 651.0
Tracker ID: 4, Class: person,  Coordinates: (448, 154, 854, 644), Centroids: 651.0
Tracker ID: 21, Class: knife,  Coordinates: (211, 515, 453, 558), Centroids: 332.0
Tracker ID: 4, Class: person,  Coordinates: (448, 154, 854, 644), Centroids: 651.0
Tracker ID: 21, Class: knife,  Coordinates: (211, 515, 453, 558), Centroids: 332.0
Tracker ID: 22, Class: spoon,  Coordinates: (408, 578, 599, 629), Centroids: 503.5
Tracker ID: 4, Class: person,  Coordinates: (449, 156, 853, 644), Centroids: 651.0
Tracker ID: 4, Class: person,  Coordinates: (449, 156, 853, 644), Centroids: 651.0
Tracker ID: 21, Class: knife,  Coordinates: (211, 515, 453, 558), Centroids: 332.0
Tracker ID: 4, Class: person,  Coordinates: (449, 156, 853, 644), Centroids: 651.0
Tracker ID: 21, Class: knife,  Coordinates: (211, 515, 453, 558), Centroids: 332.0
Tracker ID: 22, Class: spoon,  Coordinates: (408, 578, 598, 629), Centroids: 503.0
Tracker ID: 4, Class: person,  Coordinates: (448, 156, 854, 644), Centroids: 651.0
Tracker ID: 4, Class: person,  Coordinates: (448, 156, 854, 644), Centroids: 651.0
Tracker ID: 21, Class: knife,  Coordinates: (211, 515, 453, 558), Centroids: 332.0
Tracker ID: 4, Class: person,  Coordinates: (448, 156, 854, 644), Centroids: 651.0
Tracker ID: 21, Class: knife,  Coordinates: (211, 515, 453, 558), Centroids: 332.0
Tracker ID: 22, Class: spoon,  Coordinates: (406, 578, 600, 630), Centroids: 503.0
Tracker ID: 4, Class: person,  Coordinates: (448, 156, 854, 644), Centroids: 651.0
Tracker ID: 4, Class: person,  Coordinates: (448, 156, 854, 644), Centroids: 651.0
Tracker ID: 21, Class: knife,  Coordinates: (212, 515, 452, 558), Centroids: 332.0
Tracker ID: 4, Class: person,  Coordinates: (448, 156, 854, 644), Centroids: 651.0
Tracker ID: 21, Class: knife,  Coordinates: (212, 515, 452, 558), Centroids: 332.0
Tracker ID: 22, Class: spoon,  Coordinates: (406, 578, 601, 630), Centroids: 503.5
Tracker ID: 4, Class: person,  Coordinates: (449, 156, 854, 643), Centroids: 651.5
Tracker ID: 4, Class: person,  Coordinates: (449, 156, 854, 643), Centroids: 651.5
Tracker ID: 21, Class: knife,  Coordinates: (212, 515, 452, 558), Centroids: 332.0
Tracker ID: 4, Class: person,  Coordinates: (449, 156, 854, 643), Centroids: 651.5
Tracker ID: 21, Class: knife,  Coordinates: (212, 515, 452, 558), Centroids: 332.0
Tracker ID: 22, Class: spoon,  Coordinates: (407, 578, 599, 629), Centroids: 503.0
Tracker ID: 4, Class: person,  Coordinates: (449, 156, 854, 643), Centroids: 651.5
Tracker ID: 4, Class: person,  Coordinates: (449, 156, 854, 643), Centroids: 651.5
Tracker ID: 21, Class: knife,  Coordinates: (212, 515, 453, 558), Centroids: 332.5
Tracker ID: 4, Class: person,  Coordinates: (449, 156, 854, 643), Centroids: 651.5
Tracker ID: 21, Class: knife,  Coordinates: (212, 515, 453, 558), Centroids: 332.5
Tracker ID: 22, Class: spoon,  Coordinates: (406, 578, 601, 630), Centroids: 503.5
Tracker ID: 4, Class: person,  Coordinates: (448, 156, 855, 643), Centroids: 651.5
Tracker ID: 4, Class: person,  Coordinates: (448, 156, 855, 643), Centroids: 651.5
Tracker ID: 21, Class: knife,  Coordinates: (212, 515, 452, 558), Centroids: 332.0
Tracker ID: 4, Class: person,  Coordinates: (448, 156, 855, 643), Centroids: 651.5
Tracker ID: 21, Class: knife,  Coordinates: (212, 515, 452, 558), Centroids: 332.0
Tracker ID: 22, Class: spoon,  Coordinates: (406, 578, 601, 630), Centroids: 503.5
Tracker ID: 4, Class: person,  Coordinates: (448, 156, 855, 644), Centroids: 651.5
Tracker ID: 4, Class: person,  Coordinates: (448, 156, 855, 644), Centroids: 651.5
Tracker ID: 21, Class: knife,  Coordinates: (212, 515, 452, 558), Centroids: 332.0
Tracker ID: 4, Class: person,  Coordinates: (448, 156, 855, 644), Centroids: 651.5
Tracker ID: 21, Class: knife,  Coordinates: (212, 515, 452, 558), Centroids: 332.0
Tracker ID: 22, Class: spoon,  Coordinates: (406, 578, 601, 630), Centroids: 503.5
Tracker ID: 4, Class: person,  Coordinates: (447, 154, 855, 644), Centroids: 651.0
Tracker ID: 4, Class: person,  Coordinates: (447, 154, 855, 644), Centroids: 651.0
Tracker ID: 21, Class: knife,  Coordinates: (213, 515, 452, 558), Centroids: 332.5
Tracker ID: 4, Class: person,  Coordinates: (447, 154, 855, 644), Centroids: 651.0
Tracker ID: 21, Class: knife,  Coordinates: (213, 515, 452, 558), Centroids: 332.5
Tracker ID: 22, Class: spoon,  Coordinates: (406, 578, 601, 631), Centroids: 503.5
Tracker ID: 4, Class: person,  Coordinates: (447, 154, 854, 643), Centroids: 650.5
Tracker ID: 4, Class: person,  Coordinates: (447, 154, 854, 643), Centroids: 650.5
Tracker ID: 21, Class: knife,  Coordinates: (213, 515, 451, 558), Centroids: 332.0
Tracker ID: 4, Class: person,  Coordinates: (447, 154, 854, 643), Centroids: 650.5
Tracker ID: 21, Class: knife,  Coordinates: (213, 515, 451, 558), Centroids: 332.0
Tracker ID: 22, Class: spoon,  Coordinates: (407, 579, 600, 631), Centroids: 503.5
Tracker ID: 4, Class: person,  Coordinates: (446, 154, 854, 643), Centroids: 650.0
Tracker ID: 4, Class: person,  Coordinates: (446, 154, 854, 643), Centroids: 650.0
Tracker ID: 21, Class: knife,  Coordinates: (213, 515, 452, 558), Centroids: 332.5
Tracker ID: 4, Class: person,  Coordinates: (446, 154, 854, 643), Centroids: 650.0
Tracker ID: 21, Class: knife,  Coordinates: (213, 515, 452, 558), Centroids: 332.5
Tracker ID: 22, Class: spoon,  Coordinates: (408, 579, 599, 631), Centroids: 503.5
Tracker ID: 4, Class: person,  Coordinates: (442, 154, 851, 643), Centroids: 646.5
Tracker ID: 4, Class: person,  Coordinates: (442, 154, 851, 643), Centroids: 646.5
Tracker ID: 21, Class: knife,  Coordinates: (214, 515, 451, 558), Centroids: 332.5
Tracker ID: 4, Class: person,  Coordinates: (442, 154, 851, 643), Centroids: 646.5
Tracker ID: 21, Class: knife,  Coordinates: (214, 515, 451, 558), Centroids: 332.5
Tracker ID: 22, Class: spoon,  Coordinates: (408, 579, 599, 631), Centroids: 503.5
Tracker ID: 4, Class: person,  Coordinates: (437, 154, 849, 643), Centroids: 643.0
Tracker ID: 4, Class: person,  Coordinates: (437, 154, 849, 643), Centroids: 643.0
Tracker ID: 21, Class: knife,  Coordinates: (214, 515, 451, 558), Centroids: 332.5
Tracker ID: 4, Class: person,  Coordinates: (437, 154, 849, 643), Centroids: 643.0
Tracker ID: 21, Class: knife,  Coordinates: (214, 515, 451, 558), Centroids: 332.5
Tracker ID: 22, Class: spoon,  Coordinates: (408, 580, 598, 630), Centroids: 503.0
Tracker ID: 4, Class: person,  Coordinates: (434, 154, 848, 643), Centroids: 641.0
Tracker ID: 4, Class: person,  Coordinates: (434, 154, 848, 643), Centroids: 641.0
Tracker ID: 21, Class: knife,  Coordinates: (214, 515, 451, 558), Centroids: 332.5
Tracker ID: 4, Class: person,  Coordinates: (434, 154, 848, 643), Centroids: 641.0
Tracker ID: 21, Class: knife,  Coordinates: (214, 515, 451, 558), Centroids: 332.5
Tracker ID: 22, Class: spoon,  Coordinates: (408, 580, 597, 630), Centroids: 502.5
Tracker ID: 4, Class: person,  Coordinates: (422, 154, 839, 643), Centroids: 630.5
Tracker ID: 4, Class: person,  Coordinates: (422, 154, 839, 643), Centroids: 630.5
Tracker ID: 21, Class: knife,  Coordinates: (215, 515, 452, 558), Centroids: 333.5
Tracker ID: 4, Class: person,  Coordinates: (422, 154, 839, 643), Centroids: 630.5
Tracker ID: 21, Class: knife,  Coordinates: (215, 515, 452, 558), Centroids: 333.5
Tracker ID: 22, Class: spoon,  Coordinates: (407, 580, 599, 630), Centroids: 503.0
Tracker ID: 4, Class: person,  Coordinates: (423, 154, 843, 644), Centroids: 633.0
Tracker ID: 4, Class: person,  Coordinates: (423, 154, 843, 644), Centroids: 633.0
Tracker ID: 21, Class: knife,  Coordinates: (214, 515, 451, 558), Centroids: 332.5
Tracker ID: 4, Class: person,  Coordinates: (423, 154, 843, 644), Centroids: 633.0
Tracker ID: 21, Class: knife,  Coordinates: (214, 515, 451, 558), Centroids: 332.5
Tracker ID: 22, Class: spoon,  Coordinates: (409, 580, 597, 629), Centroids: 503.0
Tracker ID: 4, Class: person,  Coordinates: (421, 154, 844, 644), Centroids: 632.5
Tracker ID: 4, Class: person,  Coordinates: (421, 154, 844, 644), Centroids: 632.5
Tracker ID: 21, Class: knife,  Coordinates: (215, 515, 451, 558), Centroids: 333.0
Tracker ID: 4, Class: person,  Coordinates: (421, 154, 844, 644), Centroids: 632.5
Tracker ID: 21, Class: knife,  Coordinates: (215, 515, 451, 558), Centroids: 333.0
Tracker ID: 22, Class: spoon,  Coordinates: (409, 580, 597, 629), Centroids: 503.0
Tracker ID: 4, Class: person,  Coordinates: (417, 153, 843, 644), Centroids: 630.0
Tracker ID: 4, Class: person,  Coordinates: (417, 153, 843, 644), Centroids: 630.0
Tracker ID: 21, Class: knife,  Coordinates: (213, 515, 453, 558), Centroids: 333.0
Tracker ID: 4, Class: person,  Coordinates: (417, 153, 843, 644), Centroids: 630.0
Tracker ID: 21, Class: knife,  Coordinates: (213, 515, 453, 558), Centroids: 333.0
Tracker ID: 22, Class: spoon,  Coordinates: (408, 580, 598, 629), Centroids: 503.0
Tracker ID: 4, Class: person,  Coordinates: (417, 155, 844, 644), Centroids: 630.5
Tracker ID: 4, Class: person,  Coordinates: (417, 155, 844, 644), Centroids: 630.5
Tracker ID: 21, Class: knife,  Coordinates: (211, 514, 455, 558), Centroids: 333.0
Tracker ID: 4, Class: person,  Coordinates: (417, 155, 844, 644), Centroids: 630.5
Tracker ID: 21, Class: knife,  Coordinates: (211, 514, 455, 558), Centroids: 333.0
Tracker ID: 22, Class: spoon,  Coordinates: (407, 580, 599, 630), Centroids: 503.0
Tracker ID: 4, Class: person,  Coordinates: (411, 157, 840, 644), Centroids: 625.5
Tracker ID: 4, Class: person,  Coordinates: (411, 157, 840, 644), Centroids: 625.5
Tracker ID: 21, Class: knife,  Coordinates: (208, 516, 443, 558), Centroids: 325.5
Tracker ID: 4, Class: person,  Coordinates: (411, 157, 840, 644), Centroids: 625.5
Tracker ID: 21, Class: knife,  Coordinates: (208, 516, 443, 558), Centroids: 325.5
Tracker ID: 22, Class: spoon,  Coordinates: (407, 580, 599, 630), Centroids: 503.0
Tracker ID: 4, Class: person,  Coordinates: (404, 157, 836, 644), Centroids: 620.0
Tracker ID: 4, Class: person,  Coordinates: (404, 157, 836, 644), Centroids: 620.0
Tracker ID: 21, Class: knife,  Coordinates: (203, 516, 430, 557), Centroids: 316.5
Tracker ID: 4, Class: person,  Coordinates: (404, 157, 836, 644), Centroids: 620.0
Tracker ID: 21, Class: knife,  Coordinates: (203, 516, 430, 557), Centroids: 316.5
Tracker ID: 22, Class: spoon,  Coordinates: (407, 580, 599, 630), Centroids: 503.0
Tracker ID: 4, Class: person,  Coordinates: (400, 158, 836, 644), Centroids: 618.0
Tracker ID: 4, Class: person,  Coordinates: (400, 158, 836, 644), Centroids: 618.0
Tracker ID: 21, Class: knife,  Coordinates: (202, 516, 425, 557), Centroids: 313.5
Tracker ID: 4, Class: person,  Coordinates: (400, 158, 836, 644), Centroids: 618.0
Tracker ID: 21, Class: knife,  Coordinates: (202, 516, 425, 557), Centroids: 313.5
Tracker ID: 22, Class: spoon,  Coordinates: (407, 580, 599, 630), Centroids: 503.0
Tracker ID: 4, Class: person,  Coordinates: (397, 158, 837, 644), Centroids: 617.0
Tracker ID: 4, Class: person,  Coordinates: (397, 158, 837, 644), Centroids: 617.0
Tracker ID: 21, Class: knife,  Coordinates: (200, 517, 422, 556), Centroids: 311.0
Tracker ID: 4, Class: person,  Coordinates: (397, 158, 837, 644), Centroids: 617.0
Tracker ID: 21, Class: knife,  Coordinates: (200, 517, 422, 556), Centroids: 311.0
Tracker ID: 22, Class: spoon,  Coordinates: (407, 580, 600, 630), Centroids: 503.5
Tracker ID: 4, Class: person,  Coordinates: (394, 157, 838, 644), Centroids: 616.0
Tracker ID: 4, Class: person,  Coordinates: (394, 157, 838, 644), Centroids: 616.0
Tracker ID: 22, Class: spoon,  Coordinates: (407, 580, 599, 630), Centroids: 503.0
Tracker ID: 4, Class: person,  Coordinates: (392, 157, 839, 644), Centroids: 615.5
Tracker ID: 4, Class: person,  Coordinates: (392, 157, 839, 644), Centroids: 615.5
Tracker ID: 22, Class: spoon,  Coordinates: (407, 580, 599, 630), Centroids: 503.0
Tracker ID: 4, Class: person,  Coordinates: (387, 157, 838, 644), Centroids: 612.5
Tracker ID: 4, Class: person,  Coordinates: (387, 157, 838, 644), Centroids: 612.5
Tracker ID: 22, Class: spoon,  Coordinates: (404, 579, 602, 631), Centroids: 503.0
Tracker ID: 4, Class: person,  Coordinates: (383, 157, 838, 644), Centroids: 610.5
Tracker ID: 4, Class: person,  Coordinates: (383, 157, 838, 644), Centroids: 610.5
Tracker ID: 22, Class: spoon,  Coordinates: (405, 579, 601, 630), Centroids: 503.0
Tracker ID: 4, Class: person,  Coordinates: (380, 157, 838, 644), Centroids: 609.0
Tracker ID: 4, Class: person,  Coordinates: (380, 157, 838, 644), Centroids: 609.0
Tracker ID: 22, Class: spoon,  Coordinates: (405, 579, 600, 630), Centroids: 502.5
Tracker ID: 4, Class: person,  Coordinates: (374, 157, 837, 644), Centroids: 605.5
Tracker ID: 4, Class: person,  Coordinates: (374, 157, 837, 644), Centroids: 605.5
Tracker ID: 21, Class: knife,  Coordinates: (202, 524, 381, 556), Centroids: 291.5
Tracker ID: 4, Class: person,  Coordinates: (374, 157, 837, 644), Centroids: 605.5
Tracker ID: 21, Class: knife,  Coordinates: (202, 524, 381, 556), Centroids: 291.5
Tracker ID: 22, Class: spoon,  Coordinates: (406, 578, 601, 630), Centroids: 503.5
Tracker ID: 4, Class: person,  Coordinates: (368, 157, 835, 644), Centroids: 601.5
Tracker ID: 4, Class: person,  Coordinates: (368, 157, 835, 644), Centroids: 601.5
Tracker ID: 21, Class: knife,  Coordinates: (202, 525, 376, 556), Centroids: 289.0
Tracker ID: 4, Class: person,  Coordinates: (368, 157, 835, 644), Centroids: 601.5
Tracker ID: 21, Class: knife,  Coordinates: (202, 525, 376, 556), Centroids: 289.0
Tracker ID: 22, Class: spoon,  Coordinates: (409, 578, 599, 628), Centroids: 504.0
Tracker ID: 4, Class: person,  Coordinates: (365, 158, 835, 644), Centroids: 600.0
Tracker ID: 4, Class: person,  Coordinates: (365, 158, 835, 644), Centroids: 600.0
Tracker ID: 22, Class: spoon,  Coordinates: (410, 578, 599, 628), Centroids: 504.5
Tracker ID: 4, Class: person,  Coordinates: (363, 158, 837, 644), Centroids: 600.0
Tracker ID: 4, Class: person,  Coordinates: (363, 158, 837, 644), Centroids: 600.0
Tracker ID: 22, Class: spoon,  Coordinates: (410, 578, 598, 627), Centroids: 504.0
Tracker ID: 4, Class: person,  Coordinates: (362, 158, 839, 644), Centroids: 600.5
Tracker ID: 4, Class: person,  Coordinates: (362, 158, 839, 644), Centroids: 600.5
Tracker ID: 22, Class: spoon,  Coordinates: (411, 579, 597, 627), Centroids: 504.0
Tracker ID: 4, Class: person,  Coordinates: (360, 156, 842, 644), Centroids: 601.0
Tracker ID: 4, Class: person,  Coordinates: (360, 156, 842, 644), Centroids: 601.0
Tracker ID: 22, Class: spoon,  Coordinates: (412, 579, 600, 627), Centroids: 506.0
Tracker ID: 4, Class: person,  Coordinates: (359, 155, 844, 644), Centroids: 601.5
Tracker ID: 4, Class: person,  Coordinates: (359, 155, 844, 644), Centroids: 601.5
Tracker ID: 22, Class: spoon,  Coordinates: (412, 579, 600, 627), Centroids: 506.0
Tracker ID: 4, Class: person,  Coordinates: (358, 155, 845, 644), Centroids: 601.5
Tracker ID: 4, Class: person,  Coordinates: (358, 155, 845, 644), Centroids: 601.5
Tracker ID: 22, Class: spoon,  Coordinates: (412, 579, 601, 627), Centroids: 506.5
Tracker ID: 4, Class: person,  Coordinates: (357, 155, 846, 644), Centroids: 601.5
Tracker ID: 4, Class: person,  Coordinates: (357, 155, 846, 644), Centroids: 601.5
Tracker ID: 22, Class: spoon,  Coordinates: (413, 578, 601, 627), Centroids: 507.0
Tracker ID: 4, Class: person,  Coordinates: (355, 156, 845, 644), Centroids: 600.0
Tracker ID: 4, Class: person,  Coordinates: (355, 156, 845, 644), Centroids: 600.0
Tracker ID: 22, Class: spoon,  Coordinates: (413, 578, 601, 627), Centroids: 507.0
Tracker ID: 4, Class: person,  Coordinates: (354, 156, 846, 644), Centroids: 600.0
Tracker ID: 4, Class: person,  Coordinates: (354, 156, 846, 644), Centroids: 600.0
Tracker ID: 22, Class: spoon,  Coordinates: (412, 578, 601, 627), Centroids: 506.5
Tracker ID: 4, Class: person,  Coordinates: (352, 156, 846, 644), Centroids: 599.0
Tracker ID: 4, Class: person,  Coordinates: (352, 156, 846, 644), Centroids: 599.0
Tracker ID: 22, Class: spoon,  Coordinates: (413, 578, 601, 627), Centroids: 507.0
Tracker ID: 4, Class: person,  Coordinates: (334, 154, 835, 644), Centroids: 584.5
Tracker ID: 4, Class: person,  Coordinates: (334, 154, 835, 644), Centroids: 584.5
Tracker ID: 22, Class: spoon,  Coordinates: (413, 578, 602, 627), Centroids: 507.5
Tracker ID: 4, Class: person,  Coordinates: (344, 157, 843, 642), Centroids: 593.5
Tracker ID: 4, Class: person,  Coordinates: (344, 157, 843, 642), Centroids: 593.5
Tracker ID: 22, Class: spoon,  Coordinates: (414, 578, 602, 627), Centroids: 508.0
Tracker ID: 4, Class: person,  Coordinates: (332, 156, 837, 643), Centroids: 584.5
Tracker ID: 4, Class: person,  Coordinates: (332, 156, 837, 643), Centroids: 584.5
Tracker ID: 22, Class: spoon,  Coordinates: (413, 578, 601, 627), Centroids: 507.0
Tracker ID: 4, Class: person,  Coordinates: (328, 156, 836, 643), Centroids: 582.0
Tracker ID: 4, Class: person,  Coordinates: (328, 156, 836, 643), Centroids: 582.0
Tracker ID: 22, Class: spoon,  Coordinates: (413, 578, 601, 627), Centroids: 507.0
Tracker ID: 4, Class: person,  Coordinates: (326, 156, 837, 643), Centroids: 581.5
Tracker ID: 4, Class: person,  Coordinates: (336, 155, 849, 643), Centroids: 592.5
Tracker ID: 4, Class: person,  Coordinates: (336, 155, 849, 643), Centroids: 592.5
Tracker ID: 22, Class: spoon,  Coordinates: (414, 578, 602, 627), Centroids: 508.0
Tracker ID: 4, Class: person,  Coordinates: (340, 155, 854, 643), Centroids: 597.0
Tracker ID: 4, Class: person,  Coordinates: (340, 155, 854, 643), Centroids: 597.0
Tracker ID: 22, Class: spoon,  Coordinates: (414, 578, 602, 627), Centroids: 508.0
Tracker ID: 4, Class: person,  Coordinates: (345, 155, 857, 643), Centroids: 601.0
Tracker ID: 4, Class: person,  Coordinates: (345, 155, 857, 643), Centroids: 601.0
Tracker ID: 22, Class: spoon,  Coordinates: (413, 578, 599, 627), Centroids: 506.0
Tracker ID: 4, Class: person,  Coordinates: (345, 157, 856, 643), Centroids: 600.5
Tracker ID: 4, Class: person,  Coordinates: (345, 157, 856, 643), Centroids: 600.5
Tracker ID: 22, Class: spoon,  Coordinates: (413, 578, 599, 627), Centroids: 506.0
Tracker ID: 4, Class: person,  Coordinates: (346, 157, 857, 643), Centroids: 601.5
Tracker ID: 4, Class: person,  Coordinates: (346, 157, 857, 643), Centroids: 601.5
Tracker ID: 22, Class: spoon,  Coordinates: (412, 578, 600, 627), Centroids: 506.0
Tracker ID: 4, Class: person,  Coordinates: (347, 157, 858, 643), Centroids: 602.5
Tracker ID: 4, Class: person,  Coordinates: (347, 157, 858, 643), Centroids: 602.5
Tracker ID: 22, Class: spoon,  Coordinates: (410, 578, 601, 628), Centroids: 505.5
Tracker ID: 4, Class: person,  Coordinates: (346, 159, 853, 642), Centroids: 599.5
Tracker ID: 4, Class: person,  Coordinates: (346, 159, 853, 642), Centroids: 599.5
Tracker ID: 22, Class: spoon,  Coordinates: (410, 578, 601, 628), Centroids: 505.5
Tracker ID: 4, Class: person,  Coordinates: (345, 161, 851, 641), Centroids: 598.0
Tracker ID: 4, Class: person,  Coordinates: (345, 161, 851, 641), Centroids: 598.0
Tracker ID: 22, Class: spoon,  Coordinates: (410, 578, 601, 628), Centroids: 505.5
Tracker ID: 4, Class: person,  Coordinates: (343, 161, 850, 641), Centroids: 596.5
Tracker ID: 4, Class: person,  Coordinates: (343, 161, 850, 641), Centroids: 596.5
Tracker ID: 22, Class: spoon,  Coordinates: (409, 578, 601, 629), Centroids: 505.0
Tracker ID: 4, Class: person,  Coordinates: (332, 162, 842, 641), Centroids: 587.0
Tracker ID: 4, Class: person,  Coordinates: (332, 162, 842, 641), Centroids: 587.0
Tracker ID: 22, Class: spoon,  Coordinates: (410, 579, 600, 629), Centroids: 505.0
Tracker ID: 4, Class: person,  Coordinates: (327, 162, 840, 641), Centroids: 583.5
Tracker ID: 4, Class: person,  Coordinates: (327, 162, 840, 641), Centroids: 583.5
Tracker ID: 22, Class: spoon,  Coordinates: (410, 579, 599, 629), Centroids: 504.5
Tracker ID: 4, Class: person,  Coordinates: (340, 161, 853, 641), Centroids: 596.5
Tracker ID: 4, Class: person,  Coordinates: (340, 161, 853, 641), Centroids: 596.5
Tracker ID: 22, Class: spoon,  Coordinates: (411, 579, 599, 629), Centroids: 505.0
Tracker ID: 4, Class: person,  Coordinates: (329, 162, 844, 640), Centroids: 586.5
Tracker ID: 4, Class: person,  Coordinates: (329, 162, 844, 640), Centroids: 586.5
Tracker ID: 22, Class: spoon,  Coordinates: (410, 580, 599, 629), Centroids: 504.5
Tracker ID: 4, Class: person,  Coordinates: (341, 161, 855, 640), Centroids: 598.0
Tracker ID: 4, Class: person,  Coordinates: (341, 161, 855, 640), Centroids: 598.0
Tracker ID: 22, Class: spoon,  Coordinates: (410, 580, 600, 629), Centroids: 505.0
Tracker ID: 4, Class: person,  Coordinates: (346, 161, 860, 640), Centroids: 603.0
Tracker ID: 4, Class: person,  Coordinates: (346, 161, 860, 640), Centroids: 603.0
Tracker ID: 22, Class: spoon,  Coordinates: (410, 580, 600, 629), Centroids: 505.0
Tracker ID: 4, Class: person,  Coordinates: (353, 158, 868, 642), Centroids: 610.5
Tracker ID: 4, Class: person,  Coordinates: (353, 158, 868, 642), Centroids: 610.5
Tracker ID: 22, Class: spoon,  Coordinates: (409, 580, 599, 629), Centroids: 504.0
Tracker ID: 4, Class: person,  Coordinates: (352, 159, 865, 642), Centroids: 608.5
Tracker ID: 4, Class: person,  Coordinates: (352, 159, 865, 642), Centroids: 608.5
Tracker ID: 22, Class: spoon,  Coordinates: (408, 580, 600, 629), Centroids: 504.0
Tracker ID: 4, Class: person,  Coordinates: (352, 159, 864, 643), Centroids: 608.0
Tracker ID: 4, Class: person,  Coordinates: (352, 159, 864, 643), Centroids: 608.0
Tracker ID: 22, Class: spoon,  Coordinates: (408, 580, 601, 629), Centroids: 504.5
Tracker ID: 4, Class: person,  Coordinates: (350, 157, 863, 643), Centroids: 606.5
Tracker ID: 4, Class: person,  Coordinates: (350, 157, 863, 643), Centroids: 606.5
Tracker ID: 22, Class: spoon,  Coordinates: (408, 580, 601, 630), Centroids: 504.5
Tracker ID: 4, Class: person,  Coordinates: (350, 159, 859, 642), Centroids: 604.5
Tracker ID: 4, Class: person,  Coordinates: (350, 159, 859, 642), Centroids: 604.5
Tracker ID: 22, Class: spoon,  Coordinates: (409, 580, 600, 629), Centroids: 504.5
Tracker ID: 4, Class: person,  Coordinates: (349, 159, 858, 642), Centroids: 603.5
Tracker ID: 4, Class: person,  Coordinates: (349, 159, 858, 642), Centroids: 603.5
Tracker ID: 22, Class: spoon,  Coordinates: (409, 580, 599, 629), Centroids: 504.0
Tracker ID: 4, Class: person,  Coordinates: (346, 160, 854, 642), Centroids: 600.0
Tracker ID: 4, Class: person,  Coordinates: (346, 160, 854, 642), Centroids: 600.0
Tracker ID: 22, Class: spoon,  Coordinates: (409, 579, 601, 629), Centroids: 505.0
Tracker ID: 4, Class: person,  Coordinates: (345, 160, 853, 642), Centroids: 599.0
Tracker ID: 4, Class: person,  Coordinates: (345, 160, 853, 642), Centroids: 599.0
Tracker ID: 22, Class: spoon,  Coordinates: (409, 579, 602, 629), Centroids: 505.5
Tracker ID: 4, Class: person,  Coordinates: (331, 160, 843, 641), Centroids: 587.0
Tracker ID: 4, Class: person,  Coordinates: (331, 160, 843, 641), Centroids: 587.0
Tracker ID: 22, Class: spoon,  Coordinates: (409, 579, 602, 629), Centroids: 505.5
Tracker ID: 4, Class: person,  Coordinates: (317, 158, 837, 643), Centroids: 577.0
Tracker ID: 4, Class: person,  Coordinates: (317, 158, 837, 643), Centroids: 577.0
Tracker ID: 22, Class: spoon,  Coordinates: (408, 578, 601, 628), Centroids: 504.5
Tracker ID: 4, Class: person,  Coordinates: (309, 157, 836, 643), Centroids: 572.5
Tracker ID: 4, Class: person,  Coordinates: (309, 157, 836, 643), Centroids: 572.5
Tracker ID: 22, Class: spoon,  Coordinates: (408, 578, 601, 628), Centroids: 504.5
Tracker ID: 4, Class: person,  Coordinates: (313, 157, 842, 643), Centroids: 577.5
Tracker ID: 4, Class: person,  Coordinates: (313, 157, 842, 643), Centroids: 577.5
Tracker ID: 22, Class: spoon,  Coordinates: (405, 578, 599, 628), Centroids: 502.0
Tracker ID: 4, Class: person,  Coordinates: (313, 157, 844, 644), Centroids: 578.5
Tracker ID: 4, Class: person,  Coordinates: (313, 157, 844, 644), Centroids: 578.5
Tracker ID: 22, Class: spoon,  Coordinates: (404, 578, 599, 628), Centroids: 501.5
Tracker ID: 4, Class: person,  Coordinates: (309, 156, 844, 644), Centroids: 576.5
Tracker ID: 4, Class: person,  Coordinates: (309, 156, 844, 644), Centroids: 576.5
