Frame #: 3, Time: 64.0, Tracker ID: 1, Class: spoon,  Coordinates: (387, 568, 644, 629), Centroids: (709.0, 882.5)
Frame #: 306, Time: 10271.966666666667, Tracker ID: 9, Class: knife,  Coordinates: (323, 517, 543, 573), Centroids: (594.5, 803.5)
Frame #: 306, Time: 10271.966666666667, Tracker ID: 16, Class: knife,  Coordinates: (373, 528, 686, 694), Centroids: (716.0, 875.0)
Frame #: 306, Time: 10271.966666666667, Tracker ID: 2, Class: person,  Coordinates: (432, 0, 1231, 720), Centroids: (1047.5, 360.0)
Frame #: 306, Time: 10271.966666666667, Tracker ID: 9, Class: knife,  Coordinates: (323, 517, 543, 573), Centroids: (594.5, 803.5)
Frame #: 306, Time: 10271.966666666667, Tracker ID: 16, Class: knife,  Coordinates: (373, 528, 686, 694), Centroids: (716.0, 875.0)
Frame #: 306, Time: 10271.966666666667, Tracker ID: 28, Class: knife,  Coordinates: (207, 561, 495, 686), Centroids: (454.5, 904.0)
Frame #: 307, Time: 10303.933333333332, Tracker ID: 2, Class: person,  Coordinates: (426, 0, 1234, 720), Centroids: (1043.0, 360.0)
Frame #: 307, Time: 10303.933333333332, Tracker ID: 2, Class: person,  Coordinates: (426, 0, 1234, 720), Centroids: (1043.0, 360.0)
Frame #: 307, Time: 10303.933333333332, Tracker ID: 9, Class: knife,  Coordinates: (320, 517, 538, 573), Centroids: (589.0, 803.5)
Frame #: 307, Time: 10303.933333333332, Tracker ID: 2, Class: person,  Coordinates: (426, 0, 1234, 720), Centroids: (1043.0, 360.0)
Frame #: 307, Time: 10303.933333333332, Tracker ID: 9, Class: knife,  Coordinates: (320, 517, 538, 573), Centroids: (589.0, 803.5)
Frame #: 307, Time: 10303.933333333332, Tracker ID: 16, Class: knife,  Coordinates: (373, 529, 685, 693), Centroids: (715.5, 875.5)
Frame #: 307, Time: 10303.933333333332, Tracker ID: 2, Class: person,  Coordinates: (426, 0, 1234, 720), Centroids: (1043.0, 360.0)
Frame #: 307, Time: 10303.933333333332, Tracker ID: 9, Class: knife,  Coordinates: (320, 517, 538, 573), Centroids: (589.0, 803.5)
Frame #: 307, Time: 10303.933333333332, Tracker ID: 16, Class: knife,  Coordinates: (373, 529, 685, 693), Centroids: (715.5, 875.5)
Frame #: 307, Time: 10303.933333333332, Tracker ID: 28, Class: knife,  Coordinates: (208, 562, 494, 686), Centroids: (455.0, 905.0)
Frame #: 308, Time: 10335.966666666667, Tracker ID: 2, Class: person,  Coordinates: (426, 0, 1241, 720), Centroids: (1046.5, 360.0)
Frame #: 308, Time: 10335.966666666667, Tracker ID: 2, Class: person,  Coordinates: (426, 0, 1241, 720), Centroids: (1046.5, 360.0)
Frame #: 308, Time: 10335.966666666667, Tracker ID: 9, Class: knife,  Coordinates: (311, 516, 530, 573), Centroids: (576.0, 802.5)
Frame #: 308, Time: 10335.966666666667, Tracker ID: 2, Class: person,  Coordinates: (426, 0, 1241, 720), Centroids: (1046.5, 360.0)
Frame #: 308, Time: 10335.966666666667, Tracker ID: 9, Class: knife,  Coordinates: (311, 516, 530, 573), Centroids: (576.0, 802.5)
Frame #: 308, Time: 10335.966666666667, Tracker ID: 16, Class: knife,  Coordinates: (374, 530, 684, 693), Centroids: (716.0, 876.5)
Frame #: 308, Time: 10335.966666666667, Tracker ID: 2, Class: person,  Coordinates: (426, 0, 1241, 720), Centroids: (1046.5, 360.0)
Frame #: 308, Time: 10335.966666666667, Tracker ID: 9, Class: knife,  Coordinates: (311, 516, 530, 573), Centroids: (576.0, 802.5)
Frame #: 308, Time: 10335.966666666667, Tracker ID: 16, Class: knife,  Coordinates: (374, 530, 684, 693), Centroids: (716.0, 876.5)
Frame #: 308, Time: 10335.966666666667, Tracker ID: 28, Class: knife,  Coordinates: (208, 563, 493, 686), Centroids: (454.5, 906.0)
Frame #: 309, Time: 10368.0, Tracker ID: 2, Class: person,  Coordinates: (420, 0, 1243, 720), Centroids: (1041.5, 360.0)
Frame #: 309, Time: 10368.0, Tracker ID: 2, Class: person,  Coordinates: (420, 0, 1243, 720), Centroids: (1041.5, 360.0)
Frame #: 309, Time: 10368.0, Tracker ID: 9, Class: knife,  Coordinates: (311, 517, 524, 573), Centroids: (573.0, 803.5)
Frame #: 309, Time: 10368.0, Tracker ID: 2, Class: person,  Coordinates: (420, 0, 1243, 720), Centroids: (1041.5, 360.0)
Frame #: 309, Time: 10368.0, Tracker ID: 9, Class: knife,  Coordinates: (311, 517, 524, 573), Centroids: (573.0, 803.5)
Frame #: 309, Time: 10368.0, Tracker ID: 16, Class: knife,  Coordinates: (372, 530, 684, 693), Centroids: (714.0, 876.5)
Frame #: 309, Time: 10368.0, Tracker ID: 2, Class: person,  Coordinates: (420, 0, 1243, 720), Centroids: (1041.5, 360.0)
Frame #: 309, Time: 10368.0, Tracker ID: 9, Class: knife,  Coordinates: (311, 517, 524, 573), Centroids: (573.0, 803.5)
Frame #: 309, Time: 10368.0, Tracker ID: 16, Class: knife,  Coordinates: (372, 530, 684, 693), Centroids: (714.0, 876.5)
Frame #: 309, Time: 10368.0, Tracker ID: 28, Class: knife,  Coordinates: (208, 563, 493, 686), Centroids: (454.5, 906.0)
Frame #: 310, Time: 10400.233333333334, Tracker ID: 2, Class: person,  Coordinates: (417, 0, 1246, 720), Centroids: (1040.0, 360.0)
Frame #: 310, Time: 10400.233333333334, Tracker ID: 2, Class: person,  Coordinates: (417, 0, 1246, 720), Centroids: (1040.0, 360.0)
Frame #: 310, Time: 10400.233333333334, Tracker ID: 9, Class: knife,  Coordinates: (312, 520, 516, 575), Centroids: (570.0, 807.5)
Frame #: 310, Time: 10400.233333333334, Tracker ID: 2, Class: person,  Coordinates: (417, 0, 1246, 720), Centroids: (1040.0, 360.0)
Frame #: 310, Time: 10400.233333333334, Tracker ID: 9, Class: knife,  Coordinates: (312, 520, 516, 575), Centroids: (570.0, 807.5)
Frame #: 310, Time: 10400.233333333334, Tracker ID: 16, Class: knife,  Coordinates: (372, 529, 685, 692), Centroids: (714.5, 875.0)
Frame #: 310, Time: 10400.233333333334, Tracker ID: 2, Class: person,  Coordinates: (417, 0, 1246, 720), Centroids: (1040.0, 360.0)
Frame #: 310, Time: 10400.233333333334, Tracker ID: 9, Class: knife,  Coordinates: (312, 520, 516, 575), Centroids: (570.0, 807.5)
Frame #: 310, Time: 10400.233333333334, Tracker ID: 16, Class: knife,  Coordinates: (372, 529, 685, 692), Centroids: (714.5, 875.0)
Frame #: 310, Time: 10400.233333333334, Tracker ID: 28, Class: knife,  Coordinates: (206, 562, 493, 686), Centroids: (452.5, 905.0)
Frame #: 311, Time: 10432.033333333333, Tracker ID: 2, Class: person,  Coordinates: (418, 0, 1252, 720), Centroids: (1044.0, 360.0)
Frame #: 311, Time: 10432.033333333333, Tracker ID: 2, Class: person,  Coordinates: (418, 0, 1252, 720), Centroids: (1044.0, 360.0)
Frame #: 311, Time: 10432.033333333333, Tracker ID: 9, Class: knife,  Coordinates: (318, 522, 510, 574), Centroids: (573.0, 809.0)
Frame #: 311, Time: 10432.033333333333, Tracker ID: 2, Class: person,  Coordinates: (418, 0, 1252, 720), Centroids: (1044.0, 360.0)
Frame #: 311, Time: 10432.033333333333, Tracker ID: 9, Class: knife,  Coordinates: (318, 522, 510, 574), Centroids: (573.0, 809.0)
Frame #: 311, Time: 10432.033333333333, Tracker ID: 16, Class: knife,  Coordinates: (372, 529, 685, 692), Centroids: (714.5, 875.0)
Frame #: 311, Time: 10432.033333333333, Tracker ID: 2, Class: person,  Coordinates: (418, 0, 1252, 720), Centroids: (1044.0, 360.0)
Frame #: 311, Time: 10432.033333333333, Tracker ID: 9, Class: knife,  Coordinates: (318, 522, 510, 574), Centroids: (573.0, 809.0)
Frame #: 311, Time: 10432.033333333333, Tracker ID: 16, Class: knife,  Coordinates: (372, 529, 685, 692), Centroids: (714.5, 875.0)
Frame #: 311, Time: 10432.033333333333, Tracker ID: 28, Class: knife,  Coordinates: (205, 562, 493, 685), Centroids: (451.5, 904.5)
Frame #: 312, Time: 10464.033333333333, Tracker ID: 2, Class: person,  Coordinates: (422, 0, 1260, 720), Centroids: (1052.0, 360.0)
Frame #: 312, Time: 10464.033333333333, Tracker ID: 2, Class: person,  Coordinates: (422, 0, 1260, 720), Centroids: (1052.0, 360.0)
Frame #: 312, Time: 10464.033333333333, Tracker ID: 9, Class: knife,  Coordinates: (321, 525, 503, 574), Centroids: (572.5, 812.0)
Frame #: 312, Time: 10464.033333333333, Tracker ID: 2, Class: person,  Coordinates: (422, 0, 1260, 720), Centroids: (1052.0, 360.0)
Frame #: 312, Time: 10464.033333333333, Tracker ID: 9, Class: knife,  Coordinates: (321, 525, 503, 574), Centroids: (572.5, 812.0)
Frame #: 312, Time: 10464.033333333333, Tracker ID: 16, Class: knife,  Coordinates: (372, 530, 685, 692), Centroids: (714.5, 876.0)
Frame #: 312, Time: 10464.033333333333, Tracker ID: 2, Class: person,  Coordinates: (422, 0, 1260, 720), Centroids: (1052.0, 360.0)
Frame #: 312, Time: 10464.033333333333, Tracker ID: 9, Class: knife,  Coordinates: (321, 525, 503, 574), Centroids: (572.5, 812.0)
Frame #: 312, Time: 10464.033333333333, Tracker ID: 16, Class: knife,  Coordinates: (372, 530, 685, 692), Centroids: (714.5, 876.0)
Frame #: 312, Time: 10464.033333333333, Tracker ID: 28, Class: knife,  Coordinates: (203, 562, 492, 685), Centroids: (449.0, 904.5)
Frame #: 313, Time: 10496.066666666668, Tracker ID: 2, Class: person,  Coordinates: (422, 0, 1263, 720), Centroids: (1053.5, 360.0)
Frame #: 313, Time: 10496.066666666668, Tracker ID: 2, Class: person,  Coordinates: (422, 0, 1263, 720), Centroids: (1053.5, 360.0)
Frame #: 313, Time: 10496.066666666668, Tracker ID: 9, Class: knife,  Coordinates: (322, 525, 501, 574), Centroids: (572.5, 812.0)
Frame #: 313, Time: 10496.066666666668, Tracker ID: 2, Class: person,  Coordinates: (422, 0, 1263, 720), Centroids: (1053.5, 360.0)
Frame #: 313, Time: 10496.066666666668, Tracker ID: 9, Class: knife,  Coordinates: (322, 525, 501, 574), Centroids: (572.5, 812.0)
Frame #: 313, Time: 10496.066666666668, Tracker ID: 16, Class: knife,  Coordinates: (373, 530, 686, 692), Centroids: (716.0, 876.0)
Frame #: 313, Time: 10496.066666666668, Tracker ID: 2, Class: person,  Coordinates: (422, 0, 1263, 720), Centroids: (1053.5, 360.0)
Frame #: 313, Time: 10496.066666666668, Tracker ID: 9, Class: knife,  Coordinates: (322, 525, 501, 574), Centroids: (572.5, 812.0)
Frame #: 313, Time: 10496.066666666668, Tracker ID: 16, Class: knife,  Coordinates: (373, 530, 686, 692), Centroids: (716.0, 876.0)
Frame #: 313, Time: 10496.066666666668, Tracker ID: 28, Class: knife,  Coordinates: (203, 562, 493, 686), Centroids: (449.5, 905.0)
Frame #: 314, Time: 10528.166666666668, Tracker ID: 2, Class: person,  Coordinates: (420, 0, 1264, 720), Centroids: (1052.0, 360.0)
Frame #: 314, Time: 10528.166666666668, Tracker ID: 2, Class: person,  Coordinates: (420, 0, 1264, 720), Centroids: (1052.0, 360.0)
Frame #: 314, Time: 10528.166666666668, Tracker ID: 9, Class: knife,  Coordinates: (321, 524, 504, 574), Centroids: (573.0, 811.0)
Frame #: 314, Time: 10528.166666666668, Tracker ID: 2, Class: person,  Coordinates: (420, 0, 1264, 720), Centroids: (1052.0, 360.0)
Frame #: 314, Time: 10528.166666666668, Tracker ID: 9, Class: knife,  Coordinates: (321, 524, 504, 574), Centroids: (573.0, 811.0)
Frame #: 314, Time: 10528.166666666668, Tracker ID: 16, Class: knife,  Coordinates: (371, 530, 686, 692), Centroids: (714.0, 876.0)
Frame #: 314, Time: 10528.166666666668, Tracker ID: 2, Class: person,  Coordinates: (420, 0, 1264, 720), Centroids: (1052.0, 360.0)
Frame #: 314, Time: 10528.166666666668, Tracker ID: 9, Class: knife,  Coordinates: (321, 524, 504, 574), Centroids: (573.0, 811.0)
Frame #: 314, Time: 10528.166666666668, Tracker ID: 16, Class: knife,  Coordinates: (371, 530, 686, 692), Centroids: (714.0, 876.0)
Frame #: 314, Time: 10528.166666666668, Tracker ID: 28, Class: knife,  Coordinates: (204, 561, 493, 686), Centroids: (450.5, 904.0)
Frame #: 315, Time: 10560.166666666668, Tracker ID: 2, Class: person,  Coordinates: (422, 0, 1268, 720), Centroids: (1056.0, 360.0)
Frame #: 315, Time: 10560.166666666668, Tracker ID: 2, Class: person,  Coordinates: (422, 0, 1268, 720), Centroids: (1056.0, 360.0)
Frame #: 315, Time: 10560.166666666668, Tracker ID: 9, Class: knife,  Coordinates: (320, 523, 504, 573), Centroids: (572.0, 809.5)
Frame #: 315, Time: 10560.166666666668, Tracker ID: 2, Class: person,  Coordinates: (422, 0, 1268, 720), Centroids: (1056.0, 360.0)
Frame #: 315, Time: 10560.166666666668, Tracker ID: 9, Class: knife,  Coordinates: (320, 523, 504, 573), Centroids: (572.0, 809.5)
Frame #: 315, Time: 10560.166666666668, Tracker ID: 16, Class: knife,  Coordinates: (370, 530, 686, 692), Centroids: (713.0, 876.0)
Frame #: 315, Time: 10560.166666666668, Tracker ID: 2, Class: person,  Coordinates: (422, 0, 1268, 720), Centroids: (1056.0, 360.0)
Frame #: 315, Time: 10560.166666666668, Tracker ID: 9, Class: knife,  Coordinates: (320, 523, 504, 573), Centroids: (572.0, 809.5)
Frame #: 315, Time: 10560.166666666668, Tracker ID: 16, Class: knife,  Coordinates: (370, 530, 686, 692), Centroids: (713.0, 876.0)
Frame #: 315, Time: 10560.166666666668, Tracker ID: 28, Class: knife,  Coordinates: (204, 561, 494, 686), Centroids: (451.0, 904.0)
Frame #: 316, Time: 10592.033333333333, Tracker ID: 2, Class: person,  Coordinates: (419, 0, 1267, 720), Centroids: (1052.5, 360.0)
Frame #: 316, Time: 10592.033333333333, Tracker ID: 2, Class: person,  Coordinates: (419, 0, 1267, 720), Centroids: (1052.5, 360.0)
Frame #: 316, Time: 10592.033333333333, Tracker ID: 9, Class: knife,  Coordinates: (323, 522, 511, 573), Centroids: (578.5, 808.5)
Frame #: 316, Time: 10592.033333333333, Tracker ID: 2, Class: person,  Coordinates: (419, 0, 1267, 720), Centroids: (1052.5, 360.0)
Frame #: 316, Time: 10592.033333333333, Tracker ID: 9, Class: knife,  Coordinates: (323, 522, 511, 573), Centroids: (578.5, 808.5)
Frame #: 316, Time: 10592.033333333333, Tracker ID: 16, Class: knife,  Coordinates: (370, 529, 686, 692), Centroids: (713.0, 875.0)
Frame #: 316, Time: 10592.033333333333, Tracker ID: 2, Class: person,  Coordinates: (419, 0, 1267, 720), Centroids: (1052.5, 360.0)
Frame #: 316, Time: 10592.033333333333, Tracker ID: 9, Class: knife,  Coordinates: (323, 522, 511, 573), Centroids: (578.5, 808.5)
Frame #: 316, Time: 10592.033333333333, Tracker ID: 16, Class: knife,  Coordinates: (370, 529, 686, 692), Centroids: (713.0, 875.0)
Frame #: 316, Time: 10592.033333333333, Tracker ID: 28, Class: knife,  Coordinates: (205, 561, 495, 685), Centroids: (452.5, 903.5)
Frame #: 317, Time: 10624.066666666668, Tracker ID: 2, Class: person,  Coordinates: (422, 0, 1271, 720), Centroids: (1057.5, 360.0)
Frame #: 317, Time: 10624.066666666668, Tracker ID: 2, Class: person,  Coordinates: (422, 0, 1271, 720), Centroids: (1057.5, 360.0)
Frame #: 317, Time: 10624.066666666668, Tracker ID: 9, Class: knife,  Coordinates: (323, 524, 502, 572), Centroids: (574.0, 810.0)
Frame #: 317, Time: 10624.066666666668, Tracker ID: 2, Class: person,  Coordinates: (422, 0, 1271, 720), Centroids: (1057.5, 360.0)
Frame #: 317, Time: 10624.066666666668, Tracker ID: 9, Class: knife,  Coordinates: (323, 524, 502, 572), Centroids: (574.0, 810.0)
Frame #: 317, Time: 10624.066666666668, Tracker ID: 16, Class: knife,  Coordinates: (370, 529, 687, 692), Centroids: (713.5, 875.0)
Frame #: 317, Time: 10624.066666666668, Tracker ID: 2, Class: person,  Coordinates: (422, 0, 1271, 720), Centroids: (1057.5, 360.0)
Frame #: 317, Time: 10624.066666666668, Tracker ID: 9, Class: knife,  Coordinates: (323, 524, 502, 572), Centroids: (574.0, 810.0)
Frame #: 317, Time: 10624.066666666668, Tracker ID: 16, Class: knife,  Coordinates: (370, 529, 687, 692), Centroids: (713.5, 875.0)
Frame #: 317, Time: 10624.066666666668, Tracker ID: 28, Class: knife,  Coordinates: (204, 561, 495, 685), Centroids: (451.5, 903.5)
Frame #: 318, Time: 10656.066666666668, Tracker ID: 2, Class: person,  Coordinates: (416, 0, 1269, 720), Centroids: (1050.5, 360.0)
Frame #: 318, Time: 10656.066666666668, Tracker ID: 2, Class: person,  Coordinates: (416, 0, 1269, 720), Centroids: (1050.5, 360.0)
Frame #: 318, Time: 10656.066666666668, Tracker ID: 9, Class: knife,  Coordinates: (326, 522, 518, 573), Centroids: (585.0, 808.5)
Frame #: 318, Time: 10656.066666666668, Tracker ID: 2, Class: person,  Coordinates: (416, 0, 1269, 720), Centroids: (1050.5, 360.0)
Frame #: 318, Time: 10656.066666666668, Tracker ID: 9, Class: knife,  Coordinates: (326, 522, 518, 573), Centroids: (585.0, 808.5)
Frame #: 318, Time: 10656.066666666668, Tracker ID: 16, Class: knife,  Coordinates: (369, 529, 686, 692), Centroids: (712.0, 875.0)
Frame #: 318, Time: 10656.066666666668, Tracker ID: 2, Class: person,  Coordinates: (416, 0, 1269, 720), Centroids: (1050.5, 360.0)
Frame #: 318, Time: 10656.066666666668, Tracker ID: 9, Class: knife,  Coordinates: (326, 522, 518, 573), Centroids: (585.0, 808.5)
Frame #: 318, Time: 10656.066666666668, Tracker ID: 16, Class: knife,  Coordinates: (369, 529, 686, 692), Centroids: (712.0, 875.0)
Frame #: 318, Time: 10656.066666666668, Tracker ID: 28, Class: knife,  Coordinates: (205, 561, 496, 685), Centroids: (453.0, 903.5)
Frame #: 319, Time: 10704.033333333333, Tracker ID: 2, Class: person,  Coordinates: (412, 0, 1267, 720), Centroids: (1045.5, 360.0)
Frame #: 319, Time: 10704.033333333333, Tracker ID: 2, Class: person,  Coordinates: (412, 0, 1267, 720), Centroids: (1045.5, 360.0)
Frame #: 319, Time: 10704.033333333333, Tracker ID: 9, Class: knife,  Coordinates: (323, 519, 523, 573), Centroids: (584.5, 805.5)
Frame #: 319, Time: 10704.033333333333, Tracker ID: 2, Class: person,  Coordinates: (412, 0, 1267, 720), Centroids: (1045.5, 360.0)
Frame #: 319, Time: 10704.033333333333, Tracker ID: 9, Class: knife,  Coordinates: (323, 519, 523, 573), Centroids: (584.5, 805.5)
Frame #: 319, Time: 10704.033333333333, Tracker ID: 16, Class: knife,  Coordinates: (368, 529, 687, 693), Centroids: (711.5, 875.5)
Frame #: 319, Time: 10704.033333333333, Tracker ID: 2, Class: person,  Coordinates: (412, 0, 1267, 720), Centroids: (1045.5, 360.0)
Frame #: 319, Time: 10704.033333333333, Tracker ID: 9, Class: knife,  Coordinates: (323, 519, 523, 573), Centroids: (584.5, 805.5)
Frame #: 319, Time: 10704.033333333333, Tracker ID: 16, Class: knife,  Coordinates: (368, 529, 687, 693), Centroids: (711.5, 875.5)
Frame #: 319, Time: 10704.033333333333, Tracker ID: 28, Class: knife,  Coordinates: (205, 561, 496, 685), Centroids: (453.0, 903.5)
Frame #: 320, Time: 10735.933333333334, Tracker ID: 2, Class: person,  Coordinates: (412, 0, 1269, 720), Centroids: (1046.5, 360.0)
Frame #: 320, Time: 10735.933333333334, Tracker ID: 2, Class: person,  Coordinates: (412, 0, 1269, 720), Centroids: (1046.5, 360.0)
Frame #: 320, Time: 10735.933333333334, Tracker ID: 9, Class: knife,  Coordinates: (324, 520, 520, 573), Centroids: (584.0, 806.5)
Frame #: 320, Time: 10735.933333333334, Tracker ID: 2, Class: person,  Coordinates: (412, 0, 1269, 720), Centroids: (1046.5, 360.0)
Frame #: 320, Time: 10735.933333333334, Tracker ID: 9, Class: knife,  Coordinates: (324, 520, 520, 573), Centroids: (584.0, 806.5)
Frame #: 320, Time: 10735.933333333334, Tracker ID: 16, Class: knife,  Coordinates: (367, 529, 687, 693), Centroids: (710.5, 875.5)
Frame #: 320, Time: 10735.933333333334, Tracker ID: 2, Class: person,  Coordinates: (412, 0, 1269, 720), Centroids: (1046.5, 360.0)
Frame #: 320, Time: 10735.933333333334, Tracker ID: 9, Class: knife,  Coordinates: (324, 520, 520, 573), Centroids: (584.0, 806.5)
Frame #: 320, Time: 10735.933333333334, Tracker ID: 16, Class: knife,  Coordinates: (367, 529, 687, 693), Centroids: (710.5, 875.5)
Frame #: 320, Time: 10735.933333333334, Tracker ID: 28, Class: knife,  Coordinates: (205, 561, 496, 685), Centroids: (453.0, 903.5)
Frame #: 321, Time: 10767.966666666667, Tracker ID: 2, Class: person,  Coordinates: (412, 0, 1271, 720), Centroids: (1047.5, 360.0)
Frame #: 321, Time: 10767.966666666667, Tracker ID: 2, Class: person,  Coordinates: (412, 0, 1271, 720), Centroids: (1047.5, 360.0)
Frame #: 321, Time: 10767.966666666667, Tracker ID: 9, Class: knife,  Coordinates: (323, 522, 515, 573), Centroids: (580.5, 808.5)
Frame #: 321, Time: 10767.966666666667, Tracker ID: 2, Class: person,  Coordinates: (412, 0, 1271, 720), Centroids: (1047.5, 360.0)
Frame #: 321, Time: 10767.966666666667, Tracker ID: 9, Class: knife,  Coordinates: (323, 522, 515, 573), Centroids: (580.5, 808.5)
Frame #: 321, Time: 10767.966666666667, Tracker ID: 16, Class: knife,  Coordinates: (368, 529, 687, 693), Centroids: (711.5, 875.5)
Frame #: 321, Time: 10767.966666666667, Tracker ID: 2, Class: person,  Coordinates: (412, 0, 1271, 720), Centroids: (1047.5, 360.0)
Frame #: 321, Time: 10767.966666666667, Tracker ID: 9, Class: knife,  Coordinates: (323, 522, 515, 573), Centroids: (580.5, 808.5)
Frame #: 321, Time: 10767.966666666667, Tracker ID: 16, Class: knife,  Coordinates: (368, 529, 687, 693), Centroids: (711.5, 875.5)
Frame #: 321, Time: 10767.966666666667, Tracker ID: 28, Class: knife,  Coordinates: (202, 561, 496, 686), Centroids: (450.0, 904.0)
Frame #: 322, Time: 10800.166666666668, Tracker ID: 2, Class: person,  Coordinates: (409, 0, 1270, 720), Centroids: (1044.0, 360.0)
Frame #: 322, Time: 10800.166666666668, Tracker ID: 2, Class: person,  Coordinates: (409, 0, 1270, 720), Centroids: (1044.0, 360.0)
Frame #: 322, Time: 10800.166666666668, Tracker ID: 9, Class: knife,  Coordinates: (320, 520, 517, 573), Centroids: (578.5, 806.5)
Frame #: 322, Time: 10800.166666666668, Tracker ID: 2, Class: person,  Coordinates: (409, 0, 1270, 720), Centroids: (1044.0, 360.0)
Frame #: 322, Time: 10800.166666666668, Tracker ID: 9, Class: knife,  Coordinates: (320, 520, 517, 573), Centroids: (578.5, 806.5)
Frame #: 322, Time: 10800.166666666668, Tracker ID: 16, Class: knife,  Coordinates: (367, 529, 687, 693), Centroids: (710.5, 875.5)
Frame #: 322, Time: 10800.166666666668, Tracker ID: 2, Class: person,  Coordinates: (409, 0, 1270, 720), Centroids: (1044.0, 360.0)
Frame #: 322, Time: 10800.166666666668, Tracker ID: 9, Class: knife,  Coordinates: (320, 520, 517, 573), Centroids: (578.5, 806.5)
Frame #: 322, Time: 10800.166666666668, Tracker ID: 16, Class: knife,  Coordinates: (367, 529, 687, 693), Centroids: (710.5, 875.5)
Frame #: 322, Time: 10800.166666666668, Tracker ID: 28, Class: knife,  Coordinates: (204, 561, 497, 686), Centroids: (452.5, 904.0)
Frame #: 323, Time: 10832.066666666668, Tracker ID: 2, Class: person,  Coordinates: (408, 0, 1271, 720), Centroids: (1043.5, 360.0)
Frame #: 323, Time: 10832.066666666668, Tracker ID: 2, Class: person,  Coordinates: (408, 0, 1271, 720), Centroids: (1043.5, 360.0)
Frame #: 323, Time: 10832.066666666668, Tracker ID: 9, Class: knife,  Coordinates: (318, 518, 521, 573), Centroids: (578.5, 804.5)
Frame #: 323, Time: 10832.066666666668, Tracker ID: 2, Class: person,  Coordinates: (408, 0, 1271, 720), Centroids: (1043.5, 360.0)
Frame #: 323, Time: 10832.066666666668, Tracker ID: 9, Class: knife,  Coordinates: (318, 518, 521, 573), Centroids: (578.5, 804.5)
Frame #: 323, Time: 10832.066666666668, Tracker ID: 16, Class: knife,  Coordinates: (367, 529, 688, 693), Centroids: (711.0, 875.5)
Frame #: 323, Time: 10832.066666666668, Tracker ID: 2, Class: person,  Coordinates: (408, 0, 1271, 720), Centroids: (1043.5, 360.0)
Frame #: 323, Time: 10832.066666666668, Tracker ID: 9, Class: knife,  Coordinates: (318, 518, 521, 573), Centroids: (578.5, 804.5)
Frame #: 323, Time: 10832.066666666668, Tracker ID: 16, Class: knife,  Coordinates: (367, 529, 688, 693), Centroids: (711.0, 875.5)
Frame #: 323, Time: 10832.066666666668, Tracker ID: 28, Class: knife,  Coordinates: (203, 561, 495, 685), Centroids: (450.5, 903.5)
Frame #: 324, Time: 10864.2, Tracker ID: 2, Class: person,  Coordinates: (410, 0, 1274, 720), Centroids: (1047.0, 360.0)
Frame #: 324, Time: 10864.2, Tracker ID: 2, Class: person,  Coordinates: (410, 0, 1274, 720), Centroids: (1047.0, 360.0)
Frame #: 324, Time: 10864.2, Tracker ID: 9, Class: knife,  Coordinates: (315, 514, 529, 573), Centroids: (579.5, 800.5)
Frame #: 324, Time: 10864.2, Tracker ID: 2, Class: person,  Coordinates: (410, 0, 1274, 720), Centroids: (1047.0, 360.0)
Frame #: 324, Time: 10864.2, Tracker ID: 9, Class: knife,  Coordinates: (315, 514, 529, 573), Centroids: (579.5, 800.5)
Frame #: 324, Time: 10864.2, Tracker ID: 16, Class: knife,  Coordinates: (368, 529, 687, 693), Centroids: (711.5, 875.5)
Frame #: 324, Time: 10864.2, Tracker ID: 2, Class: person,  Coordinates: (410, 0, 1274, 720), Centroids: (1047.0, 360.0)
Frame #: 324, Time: 10864.2, Tracker ID: 9, Class: knife,  Coordinates: (315, 514, 529, 573), Centroids: (579.5, 800.5)
Frame #: 324, Time: 10864.2, Tracker ID: 16, Class: knife,  Coordinates: (368, 529, 687, 693), Centroids: (711.5, 875.5)
Frame #: 324, Time: 10864.2, Tracker ID: 28, Class: knife,  Coordinates: (204, 561, 496, 685), Centroids: (452.0, 903.5)
Frame #: 325, Time: 10896.166666666668, Tracker ID: 2, Class: person,  Coordinates: (411, 2, 1273, 720), Centroids: (1047.5, 362.0)
Frame #: 325, Time: 10896.166666666668, Tracker ID: 2, Class: person,  Coordinates: (411, 2, 1273, 720), Centroids: (1047.5, 362.0)
Frame #: 325, Time: 10896.166666666668, Tracker ID: 9, Class: knife,  Coordinates: (318, 514, 532, 574), Centroids: (584.0, 801.0)
Frame #: 325, Time: 10896.166666666668, Tracker ID: 2, Class: person,  Coordinates: (411, 2, 1273, 720), Centroids: (1047.5, 362.0)
Frame #: 325, Time: 10896.166666666668, Tracker ID: 9, Class: knife,  Coordinates: (318, 514, 532, 574), Centroids: (584.0, 801.0)
Frame #: 325, Time: 10896.166666666668, Tracker ID: 16, Class: knife,  Coordinates: (367, 529, 687, 693), Centroids: (710.5, 875.5)
Frame #: 325, Time: 10896.166666666668, Tracker ID: 2, Class: person,  Coordinates: (411, 2, 1273, 720), Centroids: (1047.5, 362.0)
Frame #: 325, Time: 10896.166666666668, Tracker ID: 9, Class: knife,  Coordinates: (318, 514, 532, 574), Centroids: (584.0, 801.0)
Frame #: 325, Time: 10896.166666666668, Tracker ID: 16, Class: knife,  Coordinates: (367, 529, 687, 693), Centroids: (710.5, 875.5)
